id_cliente,data_contratacao,idade,sexo,regiao,renda_mensal,classe_social,score_interno,canal_aquisicao,num_emprestimos_anteriores,tempo_relacionamento_dias,possui_restricao,valor_solicitado,prazo_meses,taxa_juros_am,valor_parcela,comprometimento_renda,finalidade,dias_atraso_max,inadimplente_90d
CLI000944,2024-04-19,52,M,Nordeste,1502,D,737,Mídia Paga,0,38,0,1400,6,0.1784,398.63,0.265,Saúde,0,0
CLI000945,2024-10-23,31,F,Centro-Oeste,1279,D,449,Site,1,218,0,1600,6,0.1541,427.46,0.334,Pagar dívidas,0,0
CLI000946,2024-10-28,24,F,Centro-Oeste,1461,D,695,Parceiro Marketplace A,2,476,0,700,3,0.0951,279.06,0.191,Reforma,15,0
CLI000947,2023-07-25,31,F,Centro-Oeste,1354,D,441,App Próprio,2,181,1,2850,12,0.0735,365.54,0.27,Educação,128,1
CLI000948,2024-10-20,67,M,Sul,1156,D,482,App Próprio,2,493,0,900,3,0.0788,348.47,0.301,Saúde,0,0
CLI000949,2023-08-08,67,F,Nordeste,2741,C,364,App Próprio,0,20,1,700,9,0.1428,142.96,0.052,Consumo,98,1
CLI000950,2024-08-03,44,M,Sudeste,1243,D,204,Mídia Paga,2,284,1,1450,6,0.0761,309.96,0.249,Reforma,0,0
CLI000951,2024-11-11,39,F,Sudeste,1699,D,684,Parceiro Marketplace B,0,27,0,2250,12,0.0941,320.73,0.189,Pagar dívidas,172,1
CLI000952,2024-07-20,61,F,Centro-Oeste,938,D,549,App Próprio,0,45,0,2100,6,0.0711,442.07,0.471,Emergência,0,0
CLI000953,2024-02-04,28,F,Sudeste,1742,D,549,Parceiro Marketplace A,1,433,0,900,3,0.0662,340.57,0.196,Consumo,0,0
CLI000954,2024-05-14,52,F,Sul,1058,D,494,Parceiro Marketplace A,3,872,0,950,3,0.1067,386.52,0.365,Saúde,30,0
CLI000955,2023-11-03,54,F,Centro-Oeste,1048,D,625,App Próprio,3,400,0,850,6,0.1098,200.8,0.192,Pagar dívidas,15,0
CLI000956,2024-02-06,55,M,Centro-Oeste,1643,D,625,App Próprio,5,251,1,1900,6,0.083,414.75,0.252,Consumo,0,0
CLI000957,2024-05-29,29,M,Centro-Oeste,2681,C,484,Site,0,50,0,2900,9,0.1704,652.49,0.243,Reforma,5,0
CLI000958,2024-01-24,55,F,Nordeste,2069,D,701,App Próprio,2,295,0,2700,12,0.1329,462.24,0.223,Saúde,5,0
CLI000959,2023-07-26,50,M,Nordeste,2130,D,604,Parceiro Marketplace A,1,304,0,1600,6,0.095,362.01,0.17,Pagar dívidas,0,0
CLI000960,2024-05-23,64,F,Centro-Oeste,1629,D,482,Indicação,3,810,1,1250,9,0.1602,271.54,0.167,Saúde,30,0
CLI000961,2024-10-10,27,F,Sudeste,1494,D,695,Indicação,2,476,0,1300,3,0.1263,547.12,0.366,Emergência,5,0
CLI000962,2024-05-25,50,F,Sudeste,2398,C,364,Parceiro Marketplace A,0,16,1,2450,12,0.1134,383.5,0.16,Reforma,0,0
CLI000963,2023-10-05,61,F,Centro-Oeste,1358,D,413,Site,2,152,0,2000,3,0.1502,876.24,0.645,Reforma,15,0
CLI000964,2024-09-05,32,F,Nordeste,2442,C,609,Parceiro Marketplace A,7,876,0,300,9,0.104,52.92,0.022,Saúde,15,0
CLI000965,2023-08-07,57,M,Nordeste,2890,C,525,Mídia Paga,0,1,0,400,6,0.1564,107.52,0.037,Reforma,5,0
CLI000966,2024-02-18,23,F,Sudeste,1208,D,491,Site,0,44,0,1550,9,0.0605,228.38,0.189,Educação,15,0
CLI000967,2024-02-11,56,M,Nordeste,1285,D,731,Mídia Paga,2,638,0,1700,6,0.0895,378.4,0.294,Pagar dívidas,30,0
CLI000968,2024-07-13,50,F,Centro-Oeste,1368,D,641,Site,2,34,0,2900,6,0.1236,712.56,0.521,Pagar dívidas,5,0
CLI000969,2023-08-22,28,M,Nordeste,929,D,505,Parceiro Marketplace B,0,37,0,600,12,0.1604,115.64,0.124,Consumo,0,0
CLI000970,2024-12-12,21,M,Sudeste,1412,D,567,Indicação,1,859,0,2450,6,0.1493,646.16,0.458,Consumo,30,0
CLI000971,2024-07-23,57,F,Nordeste,2971,C,594,Parceiro Marketplace B,3,50,0,2700,3,0.1721,1226.11,0.413,Reforma,0,0
CLI000972,2024-05-20,30,F,Norte,1109,D,660,Parceiro Marketplace B,4,236,0,1250,6,0.0913,279.73,0.252,Pagar dívidas,5,0
CLI000973,2024-04-18,44,M,Norte,3001,C,437,Mídia Paga,0,5,1,650,3,0.1707,294.51,0.098,Pagar dívidas,0,0
CLI000974,2024-04-19,21,M,Sudeste,1434,D,564,Parceiro Marketplace A,3,633,0,900,6,0.0738,191.04,0.133,Pagar dívidas,96,1
CLI000975,2024-10-13,69,M,Nordeste,4179,C,395,Mídia Paga,1,40,0,2050,6,0.0839,448.71,0.107,Reforma,30,0
CLI000976,2024-09-01,47,F,Sudeste,1292,D,394,App Próprio,2,71,1,400,9,0.116,73.93,0.057,Consumo,15,0
CLI000977,2024-11-10,67,M,Nordeste,1619,D,628,Parceiro Marketplace B,4,441,0,2700,12,0.0853,368.18,0.227,Consumo,0,0
CLI000978,2024-02-26,26,F,Sudeste,1173,D,608,Indicação,3,680,0,2300,6,0.0638,473.33,0.404,Consumo,0,0
CLI000979,2024-06-25,28,F,Nordeste,1288,D,375,Parceiro Marketplace B,1,816,0,2400,12,0.1367,417.89,0.324,Pagar dívidas,230,1
CLI000980,2024-03-01,50,M,Nordeste,3017,C,357,Mídia Paga,0,29,1,2250,12,0.1089,344.75,0.114,Consumo,30,0
CLI000981,2024-02-17,50,F,Sudeste,2099,D,365,App Próprio,2,527,1,550,9,0.1707,123.87,0.059,Pagar dívidas,0,0
CLI000982,2023-12-18,59,M,Sudeste,2649,C,753,Indicação,2,726,0,2250,9,0.1781,519.58,0.196,Consumo,15,0
CLI000983,2024-03-11,67,M,Sudeste,990,D,609,App Próprio,2,664,0,1900,9,0.1711,428.51,0.433,Reforma,0,0
CLI000984,2024-01-17,61,F,Sudeste,2264,C,632,App Próprio,2,870,0,350,6,0.1219,85.59,0.038,Consumo,0,0
CLI000985,2024-02-18,25,M,Sul,1144,D,559,Mídia Paga,1,95,0,1000,12,0.097,144.61,0.126,Saúde,0,0
CLI000986,2024-01-14,34,F,Sudeste,981,D,349,App Próprio,0,5,1,1400,6,0.1746,394.75,0.402,Emergência,203,1
CLI000987,2024-02-03,66,F,Sudeste,1901,D,518,Parceiro Marketplace B,2,626,0,1700,3,0.1048,689.38,0.363,Pagar dívidas,0,0
CLI000988,2024-07-14,47,F,Centro-Oeste,1893,D,584,Indicação,0,47,0,700,9,0.1055,124.22,0.066,Saúde,0,0
CLI000989,2024-08-21,63,M,Sudeste,1759,D,558,Indicação,4,672,0,1700,6,0.1362,432.63,0.246,Reforma,0,0
CLI000990,2023-11-02,47,F,Norte,2325,C,543,Site,1,652,1,2900,3,0.1361,1240.95,0.534,Pagar dívidas,30,0
CLI000991,2024-06-29,20,F,Nordeste,2482,C,539,App Próprio,0,54,0,1200,3,0.0725,459.35,0.185,Saúde,0,0
CLI000992,2024-03-10,43,M,Sul,3188,C,558,Mídia Paga,0,36,0,600,6,0.083,130.97,0.041,Emergência,0,0
CLI000993,2024-09-16,61,M,Nordeste,1043,D,613,Site,1,797,0,1500,3,0.06,561.16,0.538,Consumo,0,0
CLI000994,2024-05-13,52,M,Sudeste,3232,C,500,Mídia Paga,1,345,0,1450,3,0.0719,554.44,0.172,Pagar dívidas,0,0
CLI000995,2024-03-20,25,M,Norte,3792,C,528,Mídia Paga,1,34,0,2750,3,0.1011,1107.96,0.292,Consumo,30,0
CLI000996,2024-01-28,29,F,Sul,1475,D,548,App Próprio,0,43,1,1500,9,0.1738,341.41,0.231,Consumo,0,0
CLI000997,2024-03-22,63,M,Sudeste,853,D,813,Indicação,2,872,0,900,3,0.1559,398.04,0.467,Pagar dívidas,5,0
CLI000998,2024-06-20,69,M,Sul,962,D,687,Site,1,812,0,850,9,0.0873,140.23,0.146,Reforma,194,1
CLI000999,2023-07-31,57,M,Nordeste,1417,D,213,App Próprio,2,78,0,300,12,0.0739,38.56,0.027,Reforma,5,0
CLI001000,2024-03-30,23,M,Norte,4008,C,421,Parceiro Marketplace A,0,54,0,2300,9,0.1798,534.15,0.133,Consumo,15,0
CLI001001,2023-10-22,50,F,Sul,1732,D,493,App Próprio,1,865,1,950,3,0.1464,413.6,0.239,Reforma,0,0
CLI001002,2023-11-30,61,F,Sudeste,1327,D,377,Site,0,7,0,2400,6,0.1228,588.38,0.443,Pagar dívidas,92,1
CLI001003,2024-03-05,51,M,Norte,1290,D,427,Mídia Paga,2,686,0,1750,3,0.1774,801.52,0.621,Saúde,30,0
CLI001004,2023-09-10,49,F,Centro-Oeste,987,D,514,Indicação,1,497,0,2200,12,0.1745,449.08,0.455,Consumo,0,0
CLI001005,2024-10-23,42,F,Sul,2483,C,621,Parceiro Marketplace B,2,433,0,750,3,0.0739,287.83,0.116,Reforma,124,1
CLI001006,2023-08-22,30,F,Sudeste,1655,D,600,Parceiro Marketplace A,0,53,0,650,3,0.1363,278.24,0.168,Emergência,30,0
CLI001007,2023-09-29,32,M,Sul,4154,C,446,Parceiro Marketplace A,3,534,1,1350,3,0.1428,584.22,0.141,Consumo,30,0
CLI001008,2024-04-04,57,M,Nordeste,2239,C,372,Indicação,0,18,1,1200,12,0.1636,234.36,0.105,Pagar dívidas,162,1
CLI001009,2023-12-01,21,M,Sudeste,2437,C,466,Indicação,2,224,0,1600,3,0.1198,665.93,0.273,Educação,30,0
CLI001010,2024-03-26,22,M,Norte,1554,D,650,App Próprio,3,280,0,2300,3,0.1416,993.34,0.639,Consumo,0,0
CLI001011,2024-08-08,39,M,Nordeste,1088,D,577,Parceiro Marketplace A,0,7,0,2750,3,0.1026,1110.88,1.021,Pagar dívidas,5,0
CLI001012,2023-10-27,59,M,Norte,1192,D,548,Indicação,0,16,1,1850,12,0.1081,282.38,0.237,Reforma,0,0
CLI001013,2024-08-21,52,F,Nordeste,968,D,601,Site,3,363,0,850,6,0.1276,211.21,0.218,Saúde,0,0
CLI001014,2024-07-15,49,M,Sudeste,2521,C,260,Mídia Paga,0,14,1,1050,12,0.0857,143.47,0.057,Pagar dívidas,15,0
CLI001015,2024-03-26,46,F,Centro-Oeste,1463,D,441,Parceiro Marketplace A,2,327,1,2750,12,0.1551,518.41,0.354,Emergência,196,1
CLI001016,2023-10-06,23,F,Nordeste,2566,C,631,Mídia Paga,0,38,0,800,9,0.1197,149.97,0.058,Pagar dívidas,30,0
CLI001017,2024-06-07,35,F,Nordeste,1821,D,342,App Próprio,1,304,0,450,3,0.1622,201.09,0.11,Pagar dívidas,163,1
CLI001018,2024-04-09,22,M,Sudeste,1521,D,565,Parceiro Marketplace B,2,522,0,2800,12,0.1544,526.28,0.346,Saúde,0,0
CLI001019,2024-12-09,58,M,Sudeste,1052,D,515,App Próprio,1,519,1,250,6,0.1275,62.1,0.059,Emergência,0,0
CLI001020,2024-10-30,57,M,Nordeste,1952,D,836,Parceiro Marketplace B,2,314,0,2300,6,0.1425,595.52,0.305,Emergência,30,0
CLI001021,2024-12-01,31,M,Nordeste,1569,D,352,Indicação,0,23,1,600,9,0.1618,131.07,0.084,Pagar dívidas,0,0
CLI001022,2024-11-23,33,M,Centro-Oeste,2512,C,414,Parceiro Marketplace B,0,39,1,2050,9,0.1006,356.81,0.142,Pagar dívidas,0,0
CLI001023,2023-09-19,34,F,Centro-Oeste,1274,D,697,Parceiro Marketplace B,1,699,1,700,12,0.1475,127.76,0.1,Consumo,155,1
CLI001024,2023-10-04,65,M,Sul,2228,C,500,Indicação,2,87,0,2700,12,0.1709,543.23,0.244,Pagar dívidas,30,0
CLI001025,2023-10-15,43,M,Sudeste,3426,C,716,Parceiro Marketplace A,2,248,0,350,6,0.0637,72.01,0.021,Pagar dívidas,128,1
CLI001026,2024-12-01,58,M,Sul,1928,D,529,App Próprio,1,383,1,1050,3,0.1199,437.09,0.227,Pagar dívidas,0,0
CLI001027,2024-11-20,41,F,Sudeste,2392,C,539,App Próprio,1,398,0,2400,12,0.0774,314.19,0.131,Educação,0,0
CLI001028,2024-08-02,55,F,Sul,2187,D,489,Site,0,2,1,1800,3,0.1063,731.85,0.335,Consumo,108,1
CLI001029,2024-03-01,46,M,Nordeste,3817,C,557,Mídia Paga,2,846,0,1400,6,0.1595,379.44,0.099,Reforma,0,0
CLI001030,2024-07-04,32,F,Centro-Oeste,2010,D,862,App Próprio,1,691,0,1400,3,0.0839,547.07,0.272,Consumo,15,0
CLI001031,2024-04-12,64,F,Sudeste,2308,C,307,Indicação,2,503,0,1600,6,0.0643,329.79,0.143,Emergência,0,0
CLI001032,2024-09-29,55,F,Sudeste,1694,D,547,Parceiro Marketplace B,3,103,0,3000,6,0.0941,676.96,0.4,Emergência,0,0
CLI001033,2023-12-03,58,F,Centro-Oeste,1242,D,487,Parceiro Marketplace A,0,7,0,2100,9,0.1535,445.6,0.359,Saúde,0,0
CLI001034,2024-07-15,68,F,Nordeste,1035,D,485,App Próprio,4,307,1,1550,12,0.0729,198.18,0.191,Emergência,0,0
CLI001035,2024-11-26,31,M,Norte,2928,C,660,Mídia Paga,0,11,0,1100,12,0.1303,186.14,0.064,Consumo,0,0
CLI001036,2023-11-26,22,M,Norte,1126,D,510,App Próprio,1,732,0,1600,6,0.1491,421.75,0.375,Consumo,187,1
CLI001037,2023-09-01,48,M,Nordeste,2353,C,558,Site,3,638,1,2800,6,0.1284,697.31,0.296,Reforma,0,0
CLI001038,2024-12-24,35,F,Nordeste,2048,D,460,Parceiro Marketplace B,0,41,1,800,6,0.1722,224.17,0.109,Emergência,0,0
CLI001039,2024-05-10,41,F,Nordeste,2529,C,595,Parceiro Marketplace B,2,255,1,1150,6,0.1509,304.61,0.12,Pagar dívidas,0,0
CLI001040,2023-10-12,30,F,Norte,1386,D,558,Site,2,894,0,400,6,0.0706,84.07,0.061,Consumo,5,0
CLI001041,2023-12-16,39,F,Centro-Oeste,1234,D,618,App Próprio,2,698,0,1950,12,0.1627,379.43,0.307,Pagar dívidas,30,0
CLI001042,2023-09-26,38,F,Sudeste,2016,D,552,Site,1,580,0,2350,6,0.1257,580.84,0.288,Pagar dívidas,30,0
CLI001043,2024-05-21,36,M,Sul,1521,D,350,Indicação,1,418,1,1950,3,0.1761,891.25,0.586,Pagar dívidas,0,0
CLI001044,2024-06-13,57,M,Sudeste,1026,D,638,App Próprio,0,29,1,2450,9,0.1782,565.95,0.552,Reforma,94,1
CLI001045,2023-12-15,49,M,Nordeste,3882,C,477,App Próprio,2,662,0,2350,6,0.0797,507.88,0.131,Emergência,0,0
CLI001046,2024-10-10,43,F,Sul,1233,D,506,Indicação,1,665,0,2900,3,0.0898,1145.25,0.929,Pagar dívidas,0,0
CLI001047,2024-08-24,23,F,Norte,1133,D,375,App Próprio,2,827,1,1450,9,0.1384,291.44,0.257,Emergência,0,0
CLI001048,2024-02-11,48,F,Nordeste,1554,D,628,Parceiro Marketplace A,2,868,0,450,3,0.0667,170.44,0.11,Educação,5,0
CLI001049,2024-01-06,27,F,Sudeste,2911,C,506,Parceiro Marketplace A,1,777,0,1700,9,0.1081,304.76,0.105,Saúde,0,0
CLI001050,2024-10-28,34,F,Sudeste,800,D,717,Mídia Paga,0,56,0,2350,9,0.1786,543.58,0.679,Emergência,0,0
CLI001051,2024-04-01,39,F,Sudeste,2811,C,637,Indicação,1,228,0,1350,6,0.1231,331.24,0.118,Consumo,0,0
CLI001052,2024-06-17,25,M,Sudeste,1173,D,532,Parceiro Marketplace A,1,263,0,1450,6,0.0998,332.74,0.284,Saúde,5,0
CLI001053,2024-04-05,38,M,Norte,1922,D,450,App Próprio,1,164,0,2250,6,0.0823,490.11,0.255,Reforma,94,1
CLI001054,2023-08-02,32,F,Sudeste,1295,D,464,Parceiro Marketplace B,1,726,1,250,9,0.15,52.39,0.04,Consumo,233,1
CLI001055,2024-11-20,63,F,Sudeste,3970,C,636,App Próprio,1,321,0,2050,12,0.1716,413.62,0.104,Pagar dívidas,30,0
CLI001056,2023-07-13,63,F,Sul,1812,D,562,Parceiro Marketplace B,1,226,0,2200,12,0.1709,442.63,0.244,Reforma,5,0
CLI001057,2024-05-03,18,F,Sudeste,1277,D,550,App Próprio,1,661,0,2900,3,0.0678,1100.61,0.862,Pagar dívidas,224,1
CLI001058,2023-11-11,49,M,Sudeste,1516,D,353,Parceiro Marketplace A,2,521,1,2250,6,0.0691,470.73,0.311,Consumo,185,1
CLI001059,2024-05-16,51,M,Centro-Oeste,1786,D,860,App Próprio,1,243,0,550,3,0.1789,252.51,0.141,Pagar dívidas,15,0
CLI001060,2024-07-17,38,M,Sudeste,1853,D,542,Parceiro Marketplace A,1,354,0,1600,3,0.1744,729.29,0.394,Emergência,5,0
CLI001061,2023-11-11,42,M,Sudeste,2068,D,299,Mídia Paga,1,448,1,1350,6,0.0863,297.63,0.144,Saúde,0,0
CLI001062,2023-12-26,59,F,Nordeste,1719,D,436,App Próprio,2,725,0,1300,6,0.0837,284.37,0.165,Consumo,0,0
CLI001063,2024-10-15,38,F,Sudeste,964,D,523,Parceiro Marketplace A,1,35,0,2400,6,0.1308,601.71,0.624,Saúde,15,0
CLI001064,2023-12-17,21,F,Sudeste,1491,D,837,App Próprio,3,690,0,1850,9,0.0981,318.81,0.214,Emergência,0,0
CLI001065,2023-11-21,37,F,Sudeste,2219,C,498,Mídia Paga,0,19,0,2250,6,0.1462,588.46,0.265,Emergência,189,1
CLI001066,2024-06-05,31,M,Sudeste,1298,D,527,Site,2,781,0,2300,12,0.0847,312.67,0.241,Saúde,15,0
CLI001067,2023-08-20,38,F,Norte,2281,C,678,Parceiro Marketplace A,1,132,0,2150,12,0.1567,408.03,0.179,Reforma,0,0
CLI001068,2024-01-20,30,F,Nordeste,1743,D,549,Parceiro Marketplace A,0,54,1,2300,9,0.0939,389.74,0.224,Consumo,0,0
CLI001069,2024-07-04,25,F,Sudeste,1570,D,662,Indicação,2,351,0,800,6,0.0767,171.32,0.109,Educação,15,0
CLI001070,2024-12-26,70,F,Sudeste,2840,C,602,Parceiro Marketplace A,2,897,0,500,3,0.1011,201.45,0.071,Pagar dívidas,0,0
CLI001071,2024-01-02,24,M,Centro-Oeste,829,D,432,Parceiro Marketplace B,2,376,0,650,3,0.0624,244.25,0.295,Consumo,0,0
CLI001072,2024-09-10,55,F,Sudeste,1295,D,380,Mídia Paga,1,730,1,2450,6,0.1374,625.56,0.483,Pagar dívidas,180,1
CLI001073,2023-11-19,56,F,Norte,2886,C,279,Site,2,253,1,2900,12,0.0681,361.43,0.125,Educação,30,0
CLI001074,2024-03-23,50,F,Sudeste,3709,C,449,Indicação,1,366,1,2800,6,0.0777,601.46,0.162,Emergência,0,0
CLI001075,2024-04-23,66,M,Centro-Oeste,4492,C,465,App Próprio,0,40,0,250,6,0.1552,66.99,0.015,Educação,0,0
CLI001076,2024-10-04,18,M,Sudeste,1757,D,451,Indicação,0,43,0,3000,6,0.1207,731.12,0.416,Pagar dívidas,0,0
CLI001077,2023-12-13,33,M,Sudeste,2085,D,466,Site,0,6,1,2700,9,0.1312,528.5,0.253,Pagar dívidas,5,0
CLI001078,2024-10-03,27,F,Nordeste,2424,C,435,Parceiro Marketplace A,0,3,0,750,12,0.0938,106.75,0.044,Saúde,0,0
CLI001079,2024-05-20,48,F,Sudeste,2938,C,434,Mídia Paga,1,714,1,1750,3,0.1767,800.62,0.273,Pagar dívidas,92,1
CLI001080,2023-10-07,51,M,Sul,1962,D,457,Mídia Paga,0,20,0,2950,12,0.1784,611.58,0.312,Pagar dívidas,0,0
CLI001081,2023-08-23,65,F,Nordeste,2538,C,516,App Próprio,0,31,0,1500,6,0.1039,348.36,0.137,Pagar dívidas,165,1
CLI001082,2023-07-16,38,F,Nordeste,2086,D,525,App Próprio,1,565,1,2850,6,0.1545,762.22,0.365,Pagar dívidas,0,0
CLI001083,2023-08-02,30,M,Sudeste,2142,D,303,Parceiro Marketplace A,1,268,1,1700,6,0.1563,456.85,0.213,Pagar dívidas,0,0
CLI001084,2024-03-06,66,F,Sul,1169,D,579,Mídia Paga,0,49,0,1150,6,0.1696,320.07,0.274,Reforma,5,0
CLI001085,2024-09-14,53,F,Sudeste,1498,D,602,Parceiro Marketplace B,1,509,0,650,3,0.1634,291.03,0.194,Saúde,0,0
CLI001086,2023-10-05,58,M,Centro-Oeste,1381,D,630,Mídia Paga,2,404,0,500,3,0.1127,205.57,0.149,Pagar dívidas,15,0
CLI001087,2023-10-26,41,F,Sul,1044,D,537,App Próprio,0,39,0,2200,9,0.1033,387.03,0.371,Consumo,30,0
CLI001088,2023-07-16,41,F,Nordeste,859,D,615,Mídia Paga,1,610,0,1100,9,0.1722,249.02,0.29,Consumo,30,0
CLI001089,2024-01-15,38,F,Norte,1440,D,432,Mídia Paga,2,758,1,1350,9,0.109,242.87,0.169,Reforma,30,0
CLI001090,2024-10-16,57,M,Nordeste,1539,D,626,App Próprio,1,424,0,2800,6,0.1224,685.67,0.446,Reforma,30,0
CLI001091,2024-04-04,29,F,Nordeste,1797,D,725,Mídia Paga,2,422,0,750,6,0.0715,158.08,0.088,Educação,0,0
CLI001092,2024-05-03,69,F,Sudeste,2172,D,504,App Próprio,1,797,0,1250,12,0.0953,179.25,0.083,Reforma,15,0
CLI001093,2023-10-03,27,M,Nordeste,1861,D,370,Site,0,18,1,2750,12,0.0796,364.16,0.196,Emergência,203,1
CLI001094,2024-06-03,42,M,Sudeste,1544,D,658,App Próprio,2,239,0,2850,3,0.0699,1085.8,0.703,Pagar dívidas,0,0
CLI001095,2024-07-07,34,M,Sudeste,1171,D,512,Mídia Paga,3,767,0,2450,3,0.1045,993.0,0.848,Pagar dívidas,30,0
CLI001096,2024-11-18,52,F,Sul,2486,C,482,Parceiro Marketplace A,2,485,0,1250,9,0.1219,236.3,0.095,Emergência,197,1
CLI001097,2023-10-07,54,F,Sudeste,1648,D,631,App Próprio,2,845,0,550,3,0.1535,242.29,0.147,Consumo,30,0
CLI001098,2023-11-20,66,M,Nordeste,1433,D,528,Parceiro Marketplace A,3,824,0,2400,9,0.1329,472.74,0.33,Emergência,0,0
CLI001099,2024-12-09,59,M,Sudeste,1590,D,727,Parceiro Marketplace A,1,735,0,2550,6,0.1589,690.03,0.434,Consumo,0,0
CLI001100,2024-05-11,31,F,Nordeste,1264,D,459,Indicação,0,21,0,2200,3,0.0879,865.87,0.685,Educação,0,0
CLI001101,2024-04-16,28,M,Norte,1376,D,388,App Próprio,3,654,1,1150,9,0.1554,245.66,0.179,Pagar dívidas,116,1
CLI001102,2024-04-22,64,F,Sudeste,1358,D,575,Site,2,441,0,2050,3,0.0662,775.74,0.571,Pagar dívidas,0,0
CLI001103,2023-08-23,43,M,Nordeste,1524,D,649,App Próprio,4,694,0,2150,3,0.0933,854.37,0.561,Pagar dívidas,30,0
CLI001104,2024-10-11,23,M,Nordeste,2265,C,618,Parceiro Marketplace B,2,841,0,2700,12,0.1132,422.23,0.186,Consumo,0,0
CLI001105,2024-07-19,61,F,Norte,2041,D,548,Parceiro Marketplace A,1,667,1,600,3,0.1749,273.7,0.134,Reforma,0,0
CLI001106,2024-09-25,52,M,Sudeste,3293,C,512,App Próprio,3,464,0,950,6,0.0709,199.86,0.061,Emergência,0,0
CLI001107,2024-08-22,19,M,Sul,2861,C,668,Indicação,0,45,0,1350,6,0.0915,302.29,0.106,Pagar dívidas,0,0
CLI001108,2023-08-30,59,F,Nordeste,3912,C,215,Site,0,16,1,2450,3,0.0783,947.77,0.242,Pagar dívidas,200,1
CLI001109,2023-08-12,50,F,Nordeste,2175,D,418,App Próprio,0,5,0,2700,3,0.111,1106.8,0.509,Pagar dívidas,0,0
CLI001110,2024-12-07,50,M,Sudeste,2161,D,491,Site,2,848,1,1000,3,0.0995,401.76,0.186,Educação,124,1
CLI001111,2024-01-25,63,F,Sudeste,1401,D,485,App Próprio,2,447,0,1600,6,0.0711,336.81,0.24,Consumo,0,0
CLI001112,2024-08-28,44,F,Nordeste,2433,C,536,App Próprio,2,252,0,1900,12,0.1177,303.47,0.125,Pagar dívidas,0,0
CLI001113,2024-09-19,42,F,Sudeste,1306,D,440,Site,1,286,0,650,9,0.1183,121.2,0.093,Consumo,0,0
CLI001114,2024-07-27,50,M,Nordeste,927,D,557,Indicação,3,713,0,2400,9,0.1356,477.46,0.515,Saúde,0,0
CLI001115,2024-09-18,28,F,Nordeste,3265,C,644,Indicação,3,365,0,1500,9,0.1609,326.64,0.1,Emergência,5,0
CLI001116,2024-04-11,26,M,Nordeste,1018,D,498,Mídia Paga,1,598,0,2700,9,0.1768,620.78,0.61,Pagar dívidas,0,0
CLI001117,2023-07-13,62,F,Sudeste,2068,D,454,Site,1,416,0,1750,6,0.0725,369.98,0.179,Pagar dívidas,0,0
CLI001118,2024-02-19,29,F,Sudeste,1188,D,426,Indicação,2,888,1,2550,12,0.1006,375.35,0.316,Pagar dívidas,169,1
CLI001119,2023-12-07,44,M,Nordeste,2761,C,574,Indicação,0,5,1,350,9,0.1767,80.44,0.029,Emergência,0,0
CLI001120,2024-04-09,32,F,Nordeste,2923,C,726,Parceiro Marketplace B,3,539,0,1450,9,0.1281,280.57,0.096,Emergência,0,0
CLI001121,2024-12-24,30,F,Norte,2148,D,506,App Próprio,1,339,0,1350,3,0.1076,550.13,0.256,Pagar dívidas,30,0
CLI001122,2024-11-16,49,F,Nordeste,2903,C,560,Mídia Paga,3,719,1,750,9,0.1122,136.61,0.047,Saúde,0,0
CLI001123,2024-08-08,60,M,Nordeste,1725,D,582,App Próprio,3,850,0,1750,6,0.1611,476.32,0.276,Consumo,5,0
CLI001124,2024-08-22,41,F,Sudeste,4396,C,687,Site,0,41,0,2300,9,0.1636,505.56,0.115,Pagar dívidas,172,1
CLI001125,2023-10-05,25,F,Centro-Oeste,2353,C,519,Mídia Paga,3,819,1,1600,12,0.0954,229.56,0.098,Pagar dívidas,0,0
CLI001126,2023-10-03,30,F,Sudeste,1178,D,542,Parceiro Marketplace A,1,557,0,2550,3,0.0971,1020.16,0.866,Pagar dívidas,0,0
CLI001127,2023-09-27,26,F,Sudeste,1771,D,784,Parceiro Marketplace B,2,77,0,1000,6,0.144,259.98,0.147,Consumo,15,0
CLI001128,2024-01-22,64,F,Sudeste,1613,D,366,Indicação,2,707,1,1050,12,0.0681,130.86,0.081,Educação,0,0
CLI001129,2024-03-06,34,M,Sudeste,1548,D,609,Site,1,509,0,650,3,0.1615,290.13,0.187,Pagar dívidas,0,0
CLI001130,2024-01-16,37,F,Sul,857,D,672,Parceiro Marketplace A,3,871,1,2400,9,0.0608,354.08,0.413,Pagar dívidas,30,0
CLI001131,2024-05-26,21,F,Sudeste,2023,D,517,App Próprio,0,37,1,600,6,0.1153,144.0,0.071,Saúde,0,0
CLI001132,2024-01-05,41,M,Sudeste,961,D,477,Indicação,2,249,0,600,6,0.1551,160.73,0.167,Saúde,0,0
CLI001133,2023-10-30,66,M,Sudeste,800,D,372,Parceiro Marketplace A,1,180,1,200,12,0.1697,40.04,0.05,Pagar dívidas,30,0
CLI001134,2023-11-16,39,F,Centro-Oeste,1488,D,337,Indicação,0,9,0,1300,9,0.1352,258.25,0.174,Pagar dívidas,147,1
CLI001135,2024-02-04,52,F,Sul,1252,D,687,Mídia Paga,3,643,1,1400,6,0.1237,344.09,0.275,Pagar dívidas,0,0
CLI001136,2024-11-30,27,F,Centro-Oeste,1198,D,373,App Próprio,0,19,0,1450,9,0.1437,297.1,0.248,Pagar dívidas,226,1
CLI001137,2023-12-06,25,M,Norte,800,D,661,App Próprio,1,592,0,2350,3,0.1611,1048.24,1.31,Emergência,5,0
